Sex,Age,Height(Inches),Weight(Pounds),BMI
0,33,68.69464,136.1453,20.28410141
0,25,67.23085,122.6459,19.07720094
1,32,69.33763,124.0222,18.13678348
0,23,65.86675,128.6403,20.84699192
1,26,68.70414,130.2447,19.39961308
0,22,68.64444,118.1935,17.63525259
0,35,68.6705,118.7838,17.70988003
1,26,66.83271,134.949,21.24175283
0,22,68.69297,143.3212,21.35426716
0,33,66.51348,117.2734,18.63712846
0,21,68.28119,132.4379,19.97142008
0,25,69.39405,123.72,18.06318233
1,20,67.3979,129.8379,20.09590535
0,23,72.86535,125.1006,16.56594083
1,35,67.52936,138.9031,21.41536568
1,22,64.60023,106.0584,17.8679927
1,34,69.98289,134.2094,19.26628642
1,33,70.333,127.7615,18.15852387
1,30,64.3196,115.4439,19.61928355
1,35,67.49125,113.672,17.54516196
0,20,67.80629,118.8678,18.17703666
0,25,65.30266,104.9205,17.29806129
0,27,70.81212,133.9088,18.7755535
0,26,68.19915,117.0917,17.69974508
0,24,69.13698,140.5356,20.67113703
1,20,66.59934,144.2746,22.86908834
1,33,70.58075,131.9826,18.62700218
0,28,66.90518,105.7686,16.61254203
1,20,66.74813,115.058,18.15672175
0,31,66.83292,119.15,18.75478103
1,25,69.35713,151.3173,22.11592863
0,27,68.63272,128.2595,19.14370286
1,34,69.12693,125.7313,18.49897605
0,34,67.0631,128.2475,20.04843524
1,28,67.46642,124.2242,19.18799962
1,26,66.60284,131.8328,20.89473192
1,30,70.1147,135.0549,19.3148353
0,22,70.12917,131.9033,18.85632639
1,33,68.76147,131.2722,19.52006603
0,30,70.05388,150.4834,21.55872291
0,25,68.16839,122.3354,18.50908271
0,28,67.51951,119.7932,18.47448864
1,34,68.27418,132.6718,20.01080038
0,25,67.30217,113.9822,17.69203234
0,22,66.31157,128.2458,20.50516905
1,25,70.05639,121.4094,17.39224433
1,31,70.24768,140.4239,20.00671948
0,33,69.86768,123.2387,17.74979278
1,34,68.9313,112.5828,16.65857818
0,29,67.73389,134.9801,20.685048
0,33,67.93682,113.7462,17.32707645
0,31,67.92146,130.6895,19.91707207
1,29,70.4633,118.4807,16.77723849
0,22,68.16156,131.5248,19.90340732
1,34,68.81242,144.2511,21.41826534
0,31,70.05484,125.4148,17.96682438
0,35,65.61528,111.0683,18.13756474
0,35,70.77456,124.4918,17.47371363
1,26,68.13409,134.5848,20.38289736
0,18,68.87718,135.3765,20.0627929
0,31,66.85615,114.1814,17.96021207
0,21,65.19143,115.6044,19.12459173
0,27,69.53261,134.0578,19.49457846
1,21,71.28136,135.9541,18.8121823
1,27,66.47317,106.9388,17.01536815
0,32,69.85972,137.5864,19.82077583
0,35,66.56784,120.5673,19.12931545
0,20,64.99896,121.0243,20.13995925
1,24,65.5967,131.1701,21.43234493
1,31,65.11179,119.3086,19.78569472
1,29,72.43607,137.4056,18.41168335
0,27,66.27465,129.0097,20.65029705
0,19,67.6844,118.539,18.19210342
0,33,64.94671,129.5048,21.58591077
0,20,66.09981,117.7368,18.94569883
0,32,66.84125,114.8767,18.07763648
1,28,67.23393,127.1033,19.76872476
0,19,67.9501,110.3671,16.80576377
0,34,66.34338,130.6015,20.86180114
0,25,71.54739,152.425,20.93473348
1,18,71.10011,133.8311,18.61295495
0,34,66.80152,124.965,19.68858606
0,32,71.09075,120.9877,16.83115241
1,33,67.42631,131.6672,20.36186895
1,21,68.87576,135.248,20.04457569
0,23,67.6317,118.7798,18.25747882
0,20,65.61406,138.9284,22.68799068
1,30,67.09963,113.8329,17.77568612
1,22,68.15761,119.3325,18.06046204
1,35,67.06521,104.9855,16.41094414
0,32,67.00626,138.5947,21.70274613
1,34,69.21534,133.6759,19.61766109
0,29,65.49959,119.6168,19.60260734
0,23,67.12282,131.6157,20.53837758
1,23,66.27818,129.3183,20.69748909
1,32,68.05092,129.3991,19.64545436
1,23,71.21378,150.0079,20.79624274
1,32,65.8059,128.0218,20.78514634
1,29,69.01341,127.8369,18.87070307
1,34,64.38771,103.3323,17.52382717
1,33,71.28885,132.8358,18.37683608
0,29,68.01059,136.4326,20.73785791
0,18,67.40277,131.675,20.37730103
0,25,65.86277,122.7182,19.88968094
1,34,70.04407,141.6413,20.29766036
0,24,64.66349,118.2509,19.88314124
1,32,66.20468,129.3437,20.74754535
0,18,72.42652,142.1927,19.05815645
0,35,68.18756,125.1862,18.92975444
0,31,65.09832,134.0936,22.24678781
0,25,64.94607,123.7487,20.62688829
1,31,68.74582,132.8903,19.76967421
1,35,67.48779,124.9625,19.28981736
0,23,65.11114,94.45359,15.664145
1,24,68.70291,123.1642,18.34564769
0,32,64.81203,122.4859,20.50093519
1,35,68.35035,128.6184,19.35621516
1,32,72.14415,142.8257,19.29314122
0,18,68.23639,147.0343,22.2016574
0,32,66.90007,121.555,19.09494919
0,26,68.96221,145.2393,21.4714132
1,19,69.44312,119.8432,17.47244857
0,18,65.04087,131.9553,21.93072447
1,21,67.33467,126.2769,19.58146873
1,22,70.00111,139.7206,20.04700102
1,35,65.86413,114.5532,18.56556327
0,25,66.76124,121.4799,19.16260116
0,34,68.6178,138.031,20.61113361
0,33,66.49285,129.3542,20.56977126
0,28,68.45981,119.1174,17.86909881
0,27,69.6046,125.9209,18.27345882
1,29,71.62721,151.8017,20.80268481
0,30,66.56949,100.3424,15.91962556
0,34,65.36772,115.6658,19.0316795
0,27,71.5466,134.8652,18.52340081
0,20,67.9212,121.8751,18.57390023
0,21,68.53005,127.0172,19.01512835
0,23,66.29177,125.542,20.08485206
0,22,70.0892,148.1898,21.20874301
0,20,66.45724,137.0889,21.82310357
1,22,66.90417,124.4345,19.54489116
0,26,71.96531,160.8373,21.83429616
0,21,65.79737,111.0351,18.03192293
0,32,71.99473,135.4855,18.37766064
1,19,67.88118,125.1443,19.09462488
0,18,67.9713,132.0724,20.09831929
0,20,66.68833,124.6627,19.70768756
0,18,69.08259,120.4445,17.74387927
1,32,67.7725,120.6289,18.46473924
1,27,67.54727,127.846,19.70018778
0,21,64.64468,122.7172,20.64613113
1,31,69.69364,126.2985,18.28145345
1,29,68.70439,134.8945,20.09204261
0,23,68.16991,120.5405,18.23670492
1,27,68.33163,123.6751,18.6224807
1,23,65.19663,120.1252,19.86930389
0,25,69.12973,147.2327,21.66074446
0,20,66.76336,149.5213,23.58443723
0,21,66.10726,114.3077,18.38975724
1,19,68.69461,118.3486,17.6326109
0,32,69.51345,129.3136,18.81504838
1,29,67.15638,116.1097,18.10059166
1,33,66.52538,118.2619,18.78749803
1,18,71.057,150.4875,20.95489629
1,30,69.19665,124.4735,18.27702837
0,21,66.76492,120.8445,19.06026994
1,30,68.09253,121.9168,18.48687213
0,20,67.35046,129.862,20.12796082
1,32,68.25237,114.1292,17.22503543
1,30,67.66866,121.0367,18.58406626
0,24,66.21079,116.8308,18.73693865
1,33,70.37472,141.5234,20.0906375
0,34,67.8132,118.614,18.13452976
1,24,66.42694,115.2073,18.35651902
0,21,68.20158,114.2983,17.27625967
0,22,68.77079,135.0788,20.08066038
1,29,70.60585,124.6664,17.58194313
1,19,68.09479,129.3895,19.61869379
0,18,64.8915,121.5407,20.2929381
1,18,67.12568,137.1491,21.40003035
1,30,69.97844,129.5848,18.6047729
0,35,67.77866,130.9258,20.03724937
0,28,71.39205,144.5625,19.94135975
1,21,67.96867,144.8993,22.05197887
0,26,72.76728,158.5479,21.05169333
0,29,73.38719,154.6609,20.19011716
0,34,69.32501,135.3784,19.80470232
1,21,66.65826,124.0843,19.63395146
0,30,68.63739,137.5213,20.52330369
0,22,70.10928,126.2247,18.05477817
0,30,68.39804,141.12,21.20801774
0,34,72.29783,123.4305,16.60239673
0,23,70.62523,136.39,19.22478993
1,25,71.44332,141.1457,19.44210209
0,27,70.41386,133.5107,18.93209137
0,29,64.86518,114.7467,19.17413466
1,20,68.80394,111.0717,16.49588521
0,24,69.49145,138.1768,20.11737017
0,20,66.01854,113.5605,18.31868473
0,33,70.48654,127.2451,18.00642539
0,23,66.80862,125.5152,19.77106865
0,28,70.6607,132.6907,18.68458422
0,22,66.68431,104.9599,16.59491027
0,28,65.58814,132.2702,21.61773576
1,35,66.36507,124.7192,19.90916412
0,22,67.09404,97.52424,15.23152936
1,20,66.48373,109.9676,17.49173207
0,25,68.82707,132.1645,19.61530554
0,35,64.69002,114.4221,19.22357548
0,30,69.01948,113.5284,16.75559966
1,24,69.43111,141.7182,20.66884625
0,28,70.07435,133.3257,19.08949943
0,32,66.8212,121.7781,19.17518119
1,29,68.06909,129.9501,19.71857618
0,25,69.6444,124.8979,18.1042925
0,23,64.80698,121.6822,20.36959102
0,25,67.37179,125.3064,19.40956956
0,21,67.39488,108.6014,16.81049257
1,35,68.39465,118.6916,17.83916594
1,27,68.4231,156.2505,23.46468597
1,34,69.41607,124.4915,18.16429217
1,33,66.82138,120.3149,18.94468364
0,29,65.58027,109.5115,17.90243686
0,29,71.02776,160.1136,22.31365988
1,35,67.8096,141.57,21.64650025
0,26,71.01235,136.6575,19.0530508
0,25,67.45353,137.7991,21.2929503
1,20,69.77346,143.6829,20.75025266
0,27,64.07515,111.1404,19.03231058
1,21,68.36516,143.9045,21.64728972
1,19,69.40935,119.8486,17.49024263
0,29,66.43953,104.0047,16.56527639
1,30,69.77091,126.6292,18.28874532
0,24,71.29182,148.3832,20.52599188
0,34,67.26889,119.2626,18.52996393
1,33,68.52627,140.521,21.03903758
0,35,63.95467,100.0358,17.19529966
1,23,68.27822,114.3188,17.24058903
0,21,69.01564,129.8548,19.16733759
0,23,68.33275,131.6805,19.82725047
0,19,65.91471,111.3135,18.01283085
1,34,65.5471,119.9587,19.63014965
1,24,66.88448,124.6394,19.58860296
0,29,67.50342,116.6803,18.00299695
0,27,71.35101,148.2762,20.47717402
0,22,66.5912,128.9648,20.44731702
0,21,65.14281,105.1575,17.42232455
1,27,67.26097,128.2402,19.92951629
1,21,68.77974,134.0494,19.9224451
1,32,66.92786,125.5997,19.71394535
0,23,70.20106,154.8632,22.09325541
0,27,68.1684,109.4807,16.56418941
0,28,65.9685,121.0642,19.5587611
0,32,69.2944,139.0479,20.35949402
1,18,68.18398,115.8062,17.5132174
0,25,67.3956,138.3648,21.41713407
1,32,69.32049,127.5045,18.65525065
1,33,66.66937,120.5405,19.06685702
0,20,68.62135,145.4409,21.7153514
1,20,69.82043,135.6144,19.5586823
0,32,68.00272,139.2716,21.17428823
1,19,69.35468,129.8923,18.98587802
0,19,70.19606,147.7932,21.08763148
1,32,69.94747,138.2673,19.86892108
1,34,69.48896,117.94,17.17229432
1,24,70.48888,119.9716,16.97602689
1,33,65.70003,115.1262,18.75175232
0,19,69.24694,126.8539,18.59950875
1,35,67.30239,133.8636,20.77783774
1,35,69.64951,135.6532,19.6604175
1,20,65.50558,130.4526,21.37445108
1,24,72.17516,134.4131,18.14115402
1,25,67.65538,140.6611,21.60569086
0,24,69.96429,130.0129,18.67378726
0,32,66.61309,124.0167,19.64987694
0,30,67.43982,136.3044,21.07055108
1,27,63.73814,126.0077,21.80706092
0,19,68.71436,134.623,20.04578539
0,24,70.77193,133.9877,18.80795935
1,25,69.37902,141.4066,20.65438091
1,31,68.95079,137.57,20.34436169
1,25,68.90363,131.0382,19.40495046
0,30,65.21203,116.4051,19.24488821
0,19,67.31722,117.2372,18.18912955
0,32,64.38819,124.1841,21.05970989
0,24,66.35807,119.5823,19.09317853
0,34,66.38672,131.7982,21.02547806
1,35,66.6684,143.8648,22.75691069
1,32,65.19706,95.36862,15.77423469
0,20,69.42103,117.8366,17.19083298
0,25,64.06378,123.079,21.084226
1,20,68.24753,133.6979,20.18131836
0,19,68.89321,133.5338,19.78049659
0,30,70.65875,141.7325,19.95888938
0,33,66.17187,132.7272,21.31139805
0,29,69.79746,139.5868,20.14484537
0,33,69.39866,149.026,21.75498052
1,30,67.93777,117.9616,17.96871016
0,19,67.26378,127.81,19.86100037
1,31,67.44849,139.9993,21.63616204
1,32,68.57844,127.3023,19.03092381
1,21,68.18689,116.6239,17.63537174
1,19,71.21952,142.336,19.72947351
1,24,69.32096,123.3451,18.04644193
0,35,65.65913,110.7946,18.06871093
1,26,70.37,143.1529,20.32468728
0,33,64.79003,131.5436,22.03191183
0,30,65.92313,97.29027,15.73956023
0,20,66.73192,128.011,20.21058447
1,27,65.40144,111.9967,18.40896741
1,34,66.71355,121.5899,19.20738416
1,21,65.52829,120.2156,19.68348449
0,26,68.39107,127.4346,19.1552307
1,35,69.32446,131.3958,19.222387
1,18,73.19305,144.5579,18.97146918
1,27,68.08406,116.6268,17.6891226
0,31,70.00156,122.5793,17.58735475
1,26,70.67706,117.6249,16.55545571
0,18,66.43552,134.1497,21.36917976
0,25,68.10398,133.4111,20.2230103
1,29,70.03197,126.462,18.12868001
0,18,64.56491,114.9612,19.38907151
1,30,68.39336,132.7568,19.95389668
1,32,68.0955,127.074,19.26720412
0,20,66.25512,137.4863,22.02010363
1,21,67.61981,113.9223,17.51699782
1,31,67.10991,130.6669,20.39816492
1,29,68.30287,122.2908,18.42954888
1,24,70.05068,126.1234,18.07048391
1,32,67.69089,132.2541,20.29305908
0,21,69.26578,122.9495,18.01723456
1,18,70.84848,131.7416,18.45273237
0,18,67.14127,133.1617,20.76820926
0,18,65.6565,121.3197,19.78676045
0,22,67.91043,120.8734,18.4270834
0,25,66.40429,130.1516,20.75181371
0,23,67.17903,126.7042,19.73887412
0,33,65.97607,136.9425,22.11893392
0,22,66.04298,114.3685,18.43537288
0,34,71.71449,153.2031,20.94365853
1,22,66.09004,125.3156,20.17120914
0,20,68.28237,137.1149,20.67598945
0,27,69.2815,127.2959,18.64569929
1,23,65.76268,113.9716,18.52833788
0,22,66.98438,122.2353,19.15351044
0,34,65.6529,131.5253,21.45360579
0,23,68.95828,138.3287,20.45211746
1,22,68.66489,119.6475,17.84156699
0,22,63.28472,134.2575,23.56891846
1,23,69.3378,145.5026,21.27793421
1,34,68.23957,129.4421,19.54347605
0,28,67.91304,111.7014,17.02750818
1,30,66.16765,133.5217,21.441702
1,18,67.31495,115.6811,17.94891407
1,27,66.97137,118.4895,18.57378116
1,21,65.80597,124.801,20.26218605
1,22,66.79723,118.5487,18.6800792
1,24,65.12057,115.9726,19.22727912
0,31,66.84355,123.2907,19.40037517
0,21,68.38863,110.792,16.65479987
1,23,68.68709,138.8422,20.69045663
0,27,71.59953,129.4179,17.74895668
0,29,68.32022,137.7368,20.74676083
1,29,68.31,108.7164,16.38043067
0,31,66.47004,122.2851,19.45899859
1,21,68.12458,130.3549,19.7477904
1,18,72.0858,138.3812,18.72304457
1,25,68.82191,114.476,16.99259972
0,29,66.5675,113.8546,18.064457
1,33,70.19345,131.3116,18.73737463
0,24,68.39855,142.0522,21.34779373
0,29,68.23971,132.4932,20.0040563
1,23,71.56445,137.2813,18.84584136
0,26,68.85791,137.9349,20.45339072
0,29,70.46101,133.3018,18.87717967
0,23,68.19618,119.5517,18.07317622
1,35,67.34632,123.2255,19.10168477
1,27,67.57452,119.1006,18.33778321
0,27,70.49071,137.8164,19.50006034
0,29,69.00788,133.1503,19.65819333
1,23,69.18618,120.7711,17.73875522
1,22,69.27963,134.9563,19.76882549
0,28,68.30928,132.4946,19.96354149
0,27,69.85509,112.2776,16.17691977
0,18,66.99205,154.8623,24.26040203
0,22,68.83483,132.5996,19.67544436
0,32,65.51992,111.0786,18.19208616
1,20,69.3211,128.1426,18.74828144
1,30,64.91352,132.2049,22.05850404
1,22,67.44463,136.2209,21.05463981
0,32,68.36722,135.6455,20.40367387
1,18,65.47213,83.33859,13.66885172
1,22,69.36933,134.65,19.67298142
1,19,69.54885,134.6695,19.57438675
1,21,65.32827,114.8547,18.92105206
1,32,67.09904,118.2642,18.46798482
0,19,66.42256,133.6799,21.30265413
0,21,71.0263,128.2917,17.8796495
0,22,69.2985,121.2343,17.74911342
0,19,66.85983,116.8298,18.3747704
0,28,65.68344,116.4899,18.98345761
0,32,68.44039,131.2274,19.69692344
1,35,66.09236,124.9588,20.11236538
0,27,66.89796,105.0615,16.50504345
0,25,67.65639,126.238,19.38970881
1,33,69.01429,132.3267,19.53296883
0,30,67.95663,134.3919,20.46012346
1,27,62.63031,98.87507,17.72215396
0,32,70.47594,118.9593,16.83896792
0,35,70.99287,132.9842,18.55108869
1,28,68.86312,137.4119,20.3727557
0,25,71.61657,126.9508,17.40232326
0,29,65.17342,110.3023,18.25754457
1,23,66.6864,134.4681,21.25903496
0,32,68.20849,133.9785,20.24683131
1,30,67.12074,115.4099,18.01060977
1,20,68.43384,124.156,18.63909045
0,25,67.80769,139.6569,21.35518423
1,21,69.55436,126.1296,18.33019667
1,20,69.626,130.6209,18.94386561
0,25,66.73544,127.3142,20.09845218
0,27,66.85735,115.6542,18.19122374
1,31,68.73859,114.5677,17.0474639
0,23,67.84689,129.8946,19.83946838
1,18,67.12274,132.4266,20.66496623
0,32,65.01406,124.2521,20.66750188
1,29,67.47471,102.7244,15.8631848
1,27,67.25719,144.0751,22.39289875
1,32,67.24826,127.6367,19.8432264
0,21,66.30738,104.6319,16.7316665
1,35,67.41475,125.3851,19.39701483
1,26,66.58363,126.1534,20.00611897
0,34,65.93812,104.2595,16.85936995
0,30,69.80661,115.1499,16.61381205
1,22,68.54967,139.205,20.82777712
1,34,70.66876,133.3968,18.77972781
1,20,68.59748,123.4007,18.43741893
0,20,69.92431,124.9688,17.96983313
0,35,69.29221,140.663,20.59728004
1,32,70.8323,114.6896,16.07163919
0,30,69.47654,150.3265,21.89565824
0,33,65.12741,109.1273,18.088586
0,33,66.52541,100.9191,16.03234585
0,18,66.75392,109.0707,17.20891052
0,19,67.60759,132.4966,20.38039739
1,21,70.49105,131.9175,18.66522703
1,18,62.95883,122.8187,21.7846217
0,23,67.16728,126.6304,19.73427971
0,29,67.37938,115.0117,17.81093939
1,22,66.73605,120.1152,18.96163563
1,34,66.50685,120.364,19.13210161
1,20,66.30539,103.8522,16.60798168
0,23,69.84097,139.6097,20.123054
1,20,68.43171,111.0371,16.67063526
1,34,70.21848,113.2947,16.15494818
0,29,67.94852,118.2123,18.00120127
0,32,67.36696,118.6315,18.37828347
0,23,69.06908,146.7647,21.62982932
0,29,64.44615,113.4007,19.19643592
0,29,65.42316,122.9447,20.19508108
0,22,66.9796,129.0708,20.22747749
0,24,69.01274,116.1521,17.14617883
1,27,67.59833,136.7678,21.04315
0,30,65.9525,130.6652,21.12011294
0,23,67.12379,125.5072,19.58459183
1,29,70.19532,126.5499,18.0569466
0,22,69.38455,131.5782,19.21574438
1,35,69.88289,143.9437,20.72286376
1,25,66.33476,124.6417,19.91497948
1,27,69.86933,127.138,18.31053534
0,25,69.17547,142.2736,20.90349512
0,33,63.69076,100.3788,17.3975447
0,19,68.94349,112.6258,16.65904819
1,25,67.82915,103.9962,15.89218254
1,24,68.71299,133.2248,19.83838009
0,20,71.78816,143.102,19.52265516
0,27,70.80693,142.3487,19.96185052
0,35,67.04918,116.1558,18.16572696
0,32,70.7374,143.0558,20.10046517
0,26,63.99731,102.6267,17.61715392
0,22,68.44638,132.1454,19.8312416
1,21,64.8252,117.1635,19.60213744
1,29,70.32462,131.8657,18.74631369
1,21,70.20879,163.8728,23.37344467
0,35,68.04153,137.4699,20.87652929
1,28,68.99917,129.7717,19.16421721
0,20,67.06517,120.3846,18.8180968
0,31,69.51164,124.2078,18.07309882
0,18,63.43652,126.3691,22.07806539
0,27,70.20568,136.4101,19.4581188
0,31,67.06886,127.1024,19.86601349
0,23,70.71333,141.4736,19.89168852
0,23,66.53558,133.3857,21.18362121
0,22,66.33691,123.5988,19.7470671
0,18,66.76051,131.4503,20.73581521
1,22,69.23838,126.2803,18.5199851
1,29,64.43238,92.31443,15.63363863
0,33,67.65387,114.1495,17.53426429
0,21,65.28297,121.8429,20.10014742
0,35,67.29254,122.4833,19.01699358
1,22,66.67426,108.0738,17.09239172
0,28,67.18934,126.9589,19.77248363
0,35,68.86103,148.8058,22.06336014
1,21,65.91764,136.8749,22.14722604
1,27,67.48274,137.6678,21.25424978
0,25,65.86101,123.4096,20.00280934
0,25,69.58332,131.3107,19.06727577
0,32,66.48236,121.0822,19.26044299
1,19,67.12587,130.7108,20.39531614
1,31,68.03928,118.5115,17.9986487
0,33,70.60422,133.7741,18.86729077
1,30,67.35277,134.1125,20.78534125
1,28,64.96602,124.6932,20.77155793
0,23,69.73659,126.8534,18.33916345
1,26,67.85001,116.5084,17.79328889
0,29,67.11269,137.5854,21.47641966
1,23,68.91724,126.4464,18.71757319
0,34,66.10288,143.3539,23.06574963
1,23,66.92685,114.6862,18.00152165
0,28,67.62461,123.238,18.94671483
0,27,67.68375,146.636,22.50456402
0,30,69.69504,131.1339,18.98060529
0,32,67.53015,109.7927,16.92687785
1,19,66.49217,112.7151,17.92420537
0,25,67.49556,115.8608,17.8807173
0,35,65.22979,118.5155,19.58312591
1,20,65.14555,109.0792,18.07054529
1,31,69.96429,118.1581,16.9710792
0,31,66.96921,119.725,18.7686622
1,26,72.68406,140.7454,18.73072885
1,33,70.62989,143.2336,20.18676241
1,31,66.28962,127.5244,20.40333
1,28,66.87942,118.188,18.57749748
0,33,69.63736,138.7506,20.116346
1,31,72.13221,133.896,18.09289031
1,22,67.64678,116.0453,17.82921087
0,20,66.29793,130.1744,20.82209727
1,24,66.24001,114.7215,18.38242751
0,21,69.04627,123.7546,18.25070857
0,29,68.95959,124.4974,18.4064385
1,26,67.50624,145.7484,22.48613333
1,31,67.53604,137.2567,21.15734622
1,26,68.20346,121.3491,18.34098134
0,33,67.12901,119.374,18.62464852
0,28,67.57283,123.2969,18.98483231
0,25,66.67624,140.9397,22.28896818
1,33,65.26043,101.1571,16.69918716
1,30,69.96595,142.8463,20.51607835
0,25,69.89433,130.4151,18.76907243
0,31,69.40222,126.5053,18.46548927
1,24,69.38557,139.4706,20.36775547
1,30,68.37978,126.2987,18.99075827
0,34,69.18198,139.8423,20.54241067
1,28,71.88614,134.319,18.27451859
0,25,69.07546,114.2239,16.83093477
0,25,66.55796,117.9522,18.71995777
1,27,65.84951,135.0075,21.89029548
1,34,69.30328,128.4679,18.80554265
1,24,70.56769,137.2495,19.37750209
1,33,65.70932,124.1531,20.21633595
1,23,68.28887,129.7135,19.55618554
1,24,68.64234,126.0445,18.80782449
0,30,66.48124,124.1437,19.74809857
0,23,66.33382,128.3406,20.50656284
1,20,67.14291,110.4774,17.22947122
0,22,68.01799,131.4676,19.97882628
0,30,67.99908,132.4317,20.13653327
0,23,66.54521,125.3635,19.90381528
1,30,66.48652,133.496,21.2324384
1,33,68.49951,106.7804,15.99983255
1,24,67.05746,140.4379,21.95780642
1,34,67.81343,122.49,18.72699245
0,27,70.76865,141.9201,19.92328329
0,34,67.35674,119.6444,18.54082611
0,25,66.58169,140.4575,22.27584202
1,26,68.81841,115.7801,17.18792601
0,28,67.78353,138.1807,21.14452084
0,18,70.59967,133.0057,18.76133486
1,32,66.17798,117.8164,18.91374627
0,34,64.52454,122.6902,20.71852644
0,29,69.19398,124.8873,18.3392038
0,25,72.00347,115.7439,15.69603949
0,30,68.22649,135.6941,20.49527409
0,20,64.9649,110.6567,18.43397481
1,33,68.72693,140.5141,20.91533575
0,33,65.62412,102.6406,16.75679747
1,27,67.93149,119.2796,18.1728364
0,26,68.15359,136.3666,20.64093478
0,29,67.10444,119.5672,18.66845469
1,27,66.78636,115.2495,18.16612614
0,35,67.47237,119.3153,18.42650761
1,27,69.15877,134.0016,19.69764411
1,34,66.94609,124.1271,19.47219898
0,21,64.64516,121.6082,20.45924743
0,29,68.23103,119.5605,18.05604763
1,27,74.59993,147.0372,18.57587191
0,35,69.17074,116.6371,17.13920578
0,29,64.4579,106.3788,18.00120618
1,35,67.89229,136.952,20.88941546
1,31,67.93228,139.162,21.20152516
1,33,65.63166,124.0105,20.24093194
0,22,69.93332,151.8863,21.83479575
1,27,67.06235,119.6547,18.70557446
1,31,68.72155,134.1575,19.97229112
0,35,67.99221,120.0651,18.25985378
1,28,69.48024,131.2464,19.11452912
0,26,69.63642,134.5954,19.51444343
0,29,68.6781,113.8461,16.96994512
0,33,68.93508,135.1919,20.00179296
1,30,65.25731,113.4053,18.72293116
1,18,69.55037,150.3096,21.84674067
0,19,64.50942,126.2417,21.3282579
0,21,66.76791,105.8579,16.69500426
1,22,68.19097,119.0327,17.99746643
0,23,71.36573,149.988,20.70503232
0,28,71.51642,134.707,18.51729117
0,25,70.1695,143.5692,20.50044746
0,34,67.27132,113.8254,17.68390243
1,29,63.92789,122.9493,21.15164474
1,23,70.109,114.8256,16.42441848
1,20,70.32118,130.2398,18.51698374
1,19,68.62967,125.1725,18.68460533
0,20,64.68249,116.3063,19.54468177
0,32,65.62406,127.038,20.73988197
1,35,68.33608,130.0088,19.57363333
1,28,68.15973,128.8837,19.50478181
0,33,66.39703,129.2909,20.61908911
1,28,68.7637,133.8946,19.90872337
1,22,62.73218,115.6746,20.66598312
0,31,67.25989,119.323,18.54431015
1,18,67.31674,127.174,19.73108663
1,20,70.01359,144.3033,20.69714264
1,23,66.29943,123.5503,19.76164252
0,31,69.3621,134.9359,19.71886289
1,21,67.36081,126.2309,19.55914655
0,22,66.67762,117.7297,18.61764229
0,24,67.48578,118.3315,18.26731215
0,30,69.01325,126.9036,18.73302042
1,29,68.93436,113.2651,16.75804842
0,35,67.98407,142.2802,21.64357358
1,31,64.70492,113.5925,19.07540961
1,34,68.71176,142.4521,21.21316813
1,32,66.65959,121.0303,19.14995057
1,21,67.62403,118.5923,18.23279372
0,21,69.56171,137.7018,20.00773571
1,25,66.20244,118.5927,19.02430447
1,34,69.69845,133.8294,19.36886243
1,26,64.18408,128.3516,21.90511158
1,29,67.04695,116.5957,18.23573638
0,32,65.07655,112.7787,18.72306159
1,33,66.54927,119.9512,19.04218714
0,25,64.94199,118.4685,19.74924641
0,21,70.72113,138.7877,19.50973722
0,22,65.72731,105.9051,17.23550376
0,29,70.72856,132.1233,18.56900375
0,33,69.73747,142.4348,20.59124276
1,27,70.38866,118.807,16.8591416
1,25,66.2377,127.8696,20.49064564
0,29,69.15005,119.5495,17.5776815
0,31,71.55308,143.2831,19.67601421
1,22,67.3427,120.6477,18.70410024
1,25,70.81002,147.7208,20.71338324
0,25,68.94879,134.6874,19.91922765
1,28,67.83322,107.5648,16.43554582
1,28,66.80215,115.2344,18.15516031
0,24,62.38539,105.2355,19.01057723
1,24,70.19469,134.5963,19.20540299
1,19,68.78438,134.1788,19.93898622
1,33,69.24853,109.9131,16.11488325
0,21,70.30374,125.2977,17.82317472
1,35,70.82191,129.2991,18.12420875
1,29,71.00821,146.8951,20.48278485
1,29,68.13521,130.0498,19.6954231
0,21,69.55141,125.0764,18.17867892
0,34,66.80746,99.00428,15.5956282
0,33,64.38131,117.1049,19.86343131
1,22,68.01762,114.3042,17.37073317
0,22,69.57085,124.6849,18.11165205
1,28,67.64249,131.7347,20.24229913
1,29,67.09186,115.918,18.10547984
1,24,71.33608,136.9999,18.9278198
0,25,68.33188,134.8577,20.30616137
1,33,68.19698,141.5204,21.39378294
0,28,71.61186,138.5029,18.98837425
0,26,68.58219,125.3785,18.74127768
1,27,69.51224,127.0237,18.48251279
0,20,68.94224,121.7044,18.00256234
1,20,67.56831,130.4685,20.09177842
0,21,62.70761,121.0772,21.64814537
1,32,69.65338,144.7186,20.9719486
0,20,69.17779,123.8314,18.19266152
0,22,69.1034,128.4483,18.91160345
1,18,66.22062,142.7467,22.88644909
1,18,63.90675,120.7712,20.79068227
1,18,68.0134,142.6934,21.68771204
1,33,67.39766,124.2776,19.23543645
0,30,67.86913,123.3232,18.82344221
1,31,68.93266,109.3652,16.18183991
0,28,64.65561,129.5612,21.79020714
1,27,67.64286,116.2336,17.86021117
0,18,68.5499,144.1276,21.56414918
0,32,66.47408,122.8267,19.54280672
